,budget,genres,homepage,id,keywords,original_language,Title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count,Rating
561,11000000,"[{""id"": 18, ""name"": ""Drama""}]",,249164,"[{""id"": 732, ""name"": ""coma""}, {""id"": 4048, ""name"": ""musician""}, {""id"": 10809, ""name"": ""teenage girl""}, {""id"": 13063, ""name"": ""car accident""}, {""id"": 13130, ""name"": ""teenager""}, {""id"": 184318, ""name"": ""out of body experience""}, {""id"": 193400, ""name"": ""teen drama""}, {""id"": 223438, ""name"": ""based on young adult novel""}]",en,If I Stay,"Based on Gayle Forman's novel of the same name. ""If I Stay"" is the story of the gifted classical musician Mia and her boyfriend, Adam, an up and coming indie-rock star. Torn between two paths in life, her art or her relationship, Mia is forced to make an even starker choice between life and death when she is caught in a fatal car accident with her family one snowy morning in Oregon.",31.162838,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-08-21,78874843,106.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Live for Love.,If I Stay,7.3,1368,6.8
562,11000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",http://www.foxsearchlight.com/brooklyn/,167073,"[{""id"": 128, ""name"": ""love triangle""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 1007, ""name"": ""homesickness""}, {""id"": 1950, ""name"": ""vororte""}, {""id"": 3799, ""name"": ""ship""}, {""id"": 5890, ""name"": ""community""}, {""id"": 6038, ""name"": ""marriage""}, {""id"": 11935, ""name"": ""working class""}, {""id"": 12390, ""name"": ""boarding house""}, {""id"": 14985, ""name"": ""ireland""}, {""id"": 41523, ""name"": ""brooklyn new york city""}, {""id"": 189092, ""name"": ""journey""}, {""id"": 196521, ""name"": ""dual life""}, {""id"": 206160, ""name"": ""irish immigrant""}, {""id"": 208611, ""name"": ""1950s""}]",en,Brooklyn,"In 1950s Ireland and New York, young Ellis Lacey has to choose between two men and two countries.",39.337949,"[{""name"": ""Wildgaze Films"", ""id"": 1508}, {""name"": ""Irish Film Board"", ""id"": 5267}, {""name"": ""Item 7"", ""id"": 7177}, {""name"": ""Parallel Film Productions"", ""id"": 16486}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""IE"", ""name"": ""Ireland""}]",2015-10-20,62076141,111.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"Two countries, two loves, one heart",Brooklyn,7.2,1213,7.5
563,11000000,"[{""id"": 18, ""name"": ""Drama""}]",http://womaningoldmovie.com/,304357,"[{""id"": 2652, ""name"": ""nazis""}, {""id"": 9672, ""name"": ""based on true story""}, {""id"": 14893, ""name"": ""art""}, {""id"": 159534, ""name"": ""stolen painting""}]",en,Woman in Gold,"Maria Altmann, an octogenarian Jewish refugee, takes on the Austrian government to recover a world famous painting of her aunt plundered by the Nazis during World War II, she believes rightfully belongs to her family. She did so not just to regain what was rightfully hers, but also to obtain some measure of justice for the death, destruction, and massive art theft perpetrated by the Nazis.",21.204929,"[{""name"": ""BBC Films"", ""id"": 288}, {""name"": ""Origin Pictures"", ""id"": 8088}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-04-10,61619773,120.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]",Released,Justice is priceless.,Woman in Gold,7.3,440,7.3
564,10000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",http://www.purgeelectionyear.com,316727,"[{""id"": 4565, ""name"": ""dystopia""}, {""id"": 9663, ""name"": ""sequel""}, {""id"": 221958, ""name"": ""legalized murder""}]",en,The Purge: Election Year,"Two years after choosing not to kill the man who killed his son, former police sergeant Leo Barnes has become head of security for Senator Charlene Roan, the front runner in the next Presidential election due to her vow to eliminate the Purge. On the night of what should be the final Purge, a betrayal from within the government forces Barnes and Roan out onto the street where they must fight to survive the night.",53.727146,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Why Not Productions"", ""id"": 729}, {""name"": ""Platinum Dunes"", ""id"": 2481}, {""name"": ""Blumhouse Productions"", ""id"": 3172}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2016-06-29,118587880,105.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Keep America great,The Purge: Election Year,6.1,1306,6.0
565,10000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",http://theboymovie.tumblr.com/,321258,"[{""id"": 236, ""name"": ""suicide""}, {""id"": 392, ""name"": ""england""}, {""id"": 657, ""name"": ""fire""}, {""id"": 1655, ""name"": ""country house""}, {""id"": 1879, ""name"": ""shower""}, {""id"": 2341, ""name"": ""nanny""}, {""id"": 2546, ""name"": ""mask""}, {""id"": 5202, ""name"": ""boy""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 12545, ""name"": ""mansion""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 33630, ""name"": ""doll""}, {""id"": 158567, ""name"": ""burn victim""}, {""id"": 171964, ""name"": ""secret passageway""}, {""id"": 176706, ""name"": ""broken mirror""}, {""id"": 204298, ""name"": ""loss of a child""}]",en,The Boy,"A nanny, working for a family whose son has just passed away, finds herself put in charge of caring for a lifelike doll that the couple treat as a real child.",38.179483000000005,"[{""name"": ""Lakeshore Entertainment"", ""id"": 126}, {""name"": ""Vertigo Entertainment"", ""id"": 829}, {""name"": ""Diamond Films"", ""id"": 2912}, {""name"": ""Showtime Networks"", ""id"": 18880}, {""name"": ""STX Entertainment"", ""id"": 47729}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""CN"", ""name"": ""China""}, {""iso_3166_1"": ""CA"", ""name"": ""Canada""}]",2016-01-22,64188367,97.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Every child needs to feel loved.,The Boy,5.8,1102,6.0
566,65000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",http://movies.disney.com/petes-dragon-2016,294272,"[{""id"": 5650, ""name"": ""feral child""}, {""id"": 9714, ""name"": ""remake""}, {""id"": 12554, ""name"": ""dragon""}, {""id"": 13014, ""name"": ""orphan""}, {""id"": 208289, ""name"": ""1980s""}, {""id"": 209220, ""name"": ""live action and animation""}]",en,Pete's Dragon,"Pete is a mysterious 10-year-old with no family and no home who claims to live in the woods with a giant, green dragon named Elliott. With the help of Natalie, an 11-year-old girl whose father Jack owns the local lumber mill, forest ranger Grace sets out to determine where Pete came from, where he belongs, and the truth about this dragon.",31.974359000000003,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Walt Disney Studios Motion Pictures"", ""id"": 3036}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2016-08-10,143695338,102.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Some secrets are too big to keep.,Pete's Dragon,6.2,679,6.8
567,5000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}]",https://www.facebook.com/GIFTmovie,328425,"[{""id"": 703, ""name"": ""detective""}, {""id"": 6844, ""name"": ""stalker""}, {""id"": 9989, ""name"": ""gift""}, {""id"": 10624, ""name"": ""bully""}, {""id"": 12565, ""name"": ""psychological thriller""}]",en,The Gift,"A husband and wife try to reinvigorate their relationship but their lives are threatened by a ""friend"" from the husband's past who holds a horrifying secret about him, sending their world into a tailspin.",27.247013,"[{""name"": ""Blumhouse Productions"", ""id"": 3172}, {""name"": ""Blue-Tongue Films"", ""id"": 32299}, {""name"": ""Huayi Brothers Media"", ""id"": 39649}, {""name"": ""STX Entertainment"", ""id"": 47729}, {""name"": ""Ahimsa Films"", ""id"": 69542}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-07-30,58978653,108.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Not every gift is welcome.,The Gift,6.7,1049,7.1
568,6000000,"[{""id"": 35, ""name"": ""Comedy""}]",,87818,"[{""id"": 9253, ""name"": ""slapstick""}, {""id"": 159753, ""name"": ""ensemble cast""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 187056, ""name"": ""woman director""}, {""id"": 215404, ""name"": ""laxative""}]",en,Movie 43,"The film is composed of multiple comedy shorts presented through an overarching segment titled ""The Pitch"", in which Charlie Wessler, a mad screenwriter, is attempting to pitch a script to film executive Griffin Schraeder. After revealing several of the stories in his script, Wessler becomes agitated when Schraeder dismisses his outrageous ideas, and he pulls a gun on him and forces him to listen to multiple other stories before making Schraeder consult his manager, Bob Mone, to purchase the film.",35.350303000000004,"[{""name"": ""Greenestreet Films"", ""id"": 2150}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Virgin Produced"", ""id"": 8852}, {""name"": ""Wessler Entertainment"", ""id"": 8890}, {""name"": ""Witness Protection Films"", ""id"": 8891}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-01-01,32438988,90.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The biggest cast ever assembled for the most outrageous comedy ever made.,Movie 43,4.4,797,4.3
569,10000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}]",,9952,"[{""id"": 1327, ""name"": ""war crimes""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 174311, ""name"": ""laotian soldier""}, {""id"": 174316, ""name"": ""pipe smoking""}, {""id"": 174319, ""name"": ""rice paddy""}, {""id"": 174323, ""name"": ""letter from home""}, {""id"": 174324, ""name"": ""ant's nest""}, {""id"": 174325, ""name"": ""net fishing""}, {""id"": 174327, ""name"": ""dragging someone""}]",en,Rescue Dawn,A US Fighter pilot's epic struggle of survival after being shot down on a mission over Laos during the Vietnam War.,17.078656,"[{""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-09-09,7177143,126.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,A true story of survival... declassified.,Rescue Dawn,6.9,336,7.3
570,7400000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}]",,62215,"[{""id"": 11327, ""name"": ""wedding reception""}, {""id"": 14755, ""name"": ""power outage""}, {""id"": 14756, ""name"": ""destruction of planet""}, {""id"": 14757, ""name"": ""wedding toast""}]",da,Melancholia,Two sisters find their already strained relationship challenged as a mysterious new planet threatens to collide with Earth.,36.173598,"[{""name"": ""Zentropa Entertainments"", ""id"": 76}, {""name"": ""Det Danske Filminstitut"", ""id"": 118}, {""name"": ""Danmarks Radio (DR)"", ""id"": 119}, {""name"": ""Memfis Film"", ""id"": 321}, {""name"": ""Eurimages"", ""id"": 850}, {""name"": ""Sveriges Television (SVT)"", ""id"": 3221}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""Cin\u00e9Cin\u00e9ma"", ""id"": 6301}, {""name"": ""Slot Machine"", ""id"": 7777}, {""name"": ""Zentropa International Sweden"", ""id"": 8288}, {""name"": ""Zentropa International K\u00f6ln"", ""id"": 8289}, {""name"": ""Liberator Productions"", ""id"": 11239}, {""name"": ""Swedish Film Institute"", ""id"": 14804}, {""name"": ""Centre National du Cin\u00e9ma et de L'image Anim\u00e9e (CNC)"", ""id"": 17298}, {""name"": ""Film i V\u00e4st"", ""id"": 17513}, {""name"": ""Filmstiftung Nordrhein-Westfalen"", ""id"": 27897}, {""name"": ""Legion Entertainment"", ""id"": 38069}, {""name"": ""Edition Video"", ""id"": 38071}, {""name"": ""Nordisk Film Distribution"", ""id"": 38072}]","[{""iso_3166_1"": ""DK"", ""name"": ""Denmark""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""SE"", ""name"": ""Sweden""}]",2011-05-26,21817298,136.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Enjoy it while it lasts,Melancholia,7.0,885,7.1
571,8500000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}]",http://www.duffmovie.com/,272693,"[{""id"": 6270, ""name"": ""high school""}, {""id"": 13130, ""name"": ""teenager""}, {""id"": 15402, ""name"": ""popularity""}, {""id"": 33910, ""name"": ""high school student""}, {""id"": 155722, ""name"": ""teen comedy""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 222174, ""name"": ""girl next door""}, {""id"": 223438, ""name"": ""based on young adult novel""}]",en,The DUFF,"Bianca's universe turns upside down when she learns that her high school refers to her as a ‘DUFF' (Designated Ugly Fat Friend). Hoping to erase that label, she enlists the help of a charming jock and her favorite teacher. Together they'll face the school's mean girl and remind everyone that we are all someone's DUFF… and that's totally fine.",40.28709,"[{""name"": ""Wonderland Sound and Vision"", ""id"": 4022}, {""name"": ""CBS Films"", ""id"": 5490}, {""name"": ""Vast Entertainment"", ""id"": 42119}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-02-20,43528634,100.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"You either know one, you have one, or you are one.",The DUFF,6.8,1322,6.5
572,8500000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",http://nightcrawlerfilm.com/,242582,"[{""id"": 917, ""name"": ""journalism""}, {""id"": 1353, ""name"": ""underground""}, {""id"": 3586, ""name"": ""tv station""}, {""id"": 9740, ""name"": ""sociopath""}, {""id"": 14903, ""name"": ""home invasion""}, {""id"": 15483, ""name"": ""car chase""}, {""id"": 158584, ""name"": ""tv news""}, {""id"": 167925, ""name"": ""employer employee relationship""}, {""id"": 211062, ""name"": ""ethics""}, {""id"": 215774, ""name"": ""stringer""}]",en,Nightcrawler,"When Lou Bloom, desperate for work, muscles into the world of L.A. crime journalism, he blurs the line between observer and participant to become the star of his own story. Aiding him in his effort is Nina, a TV-news veteran.",89.095538,"[{""name"": ""Bold Films"", ""id"": 2266}, {""name"": ""Sierra / Affinity"", ""id"": 24049}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-10-23,38697217,117.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The city shines brightest at night,Nightcrawler,7.6,3395,7.9
573,8000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",http://www.foxsearchlight.com/littlemisssunshine/,773,"[{""id"": 387, ""name"": ""california""}, {""id"": 1155, ""name"": ""brother sister relationship""}, {""id"": 1157, ""name"": ""wife husband relationship""}, {""id"": 2783, ""name"": ""family's daily life""}, {""id"": 3089, ""name"": ""oscar award""}, {""id"": 3306, ""name"": ""highway""}, {""id"": 3746, ""name"": ""professor for literature""}, {""id"": 5496, ""name"": ""beauty contest""}, {""id"": 5549, ""name"": ""beauty queen contest""}, {""id"": 7312, ""name"": ""road trip""}, {""id"": 10235, ""name"": ""family relationships""}, {""id"": 33694, ""name"": ""family holiday""}, {""id"": 167043, ""name"": ""road movie""}, {""id"": 187056, ""name"": ""woman director""}, {""id"": 191583, ""name"": ""beauty pageant""}]",en,Little Miss Sunshine,"A family loaded with quirky, colorful characters piles into an old van and road trips to California for little Olive to compete in a beauty pageant.",14.793176999999998,"[{""name"": ""Fox Searchlight Pictures"", ""id"": 43}, {""name"": ""Bona Fide Productions"", ""id"": 2570}, {""name"": ""Big Beach Films"", ""id"": 12808}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-07-26,100523181,102.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,A family on the verge of a breakdown,Little Miss Sunshine,7.5,1686,7.8
574,8000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",http://www.50-50themovie.com/,40807,"[{""id"": 437, ""name"": ""painter""}, {""id"": 494, ""name"": ""father son relationship""}, {""id"": 2726, ""name"": ""therapist""}, {""id"": 10163, ""name"": ""cancer""}, {""id"": 11268, ""name"": ""psychologist""}, {""id"": 12392, ""name"": ""best friend""}, {""id"": 13005, ""name"": ""doctor""}, {""id"": 14781, ""name"": ""patient""}, {""id"": 163699, ""name"": ""vomiting""}, {""id"": 172345, ""name"": ""driver's license""}, {""id"": 220363, ""name"": ""chemotherapy""}, {""id"": 222812, ""name"": ""therapist patient relationship""}]",en,50/50,"Inspired by a true story, a comedy centered on a 27-year-old guy who learns of his cancer diagnosis, and his subsequent struggle to beat the disease.",33.372828000000005,"[{""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""Mandate Pictures"", ""id"": 771}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-09-30,39187783,100.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,It takes a pair to beat the odds.,50/50,7.0,1261,7.7
575,8000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",,225565,"[{""id"": 3230, ""name"": ""male friendship""}, {""id"": 6054, ""name"": ""friendship""}, {""id"": 13043, ""name"": ""dating""}, {""id"": 14534, ""name"": ""relationship""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 206298, ""name"": ""young adult""}]",en,That Awkward Moment,"Best pals Jason and Daniel indulge in casual flings and revel in their carefree, unattached lives. After learning that the marriage of their friend Mikey is over, they gladly welcome him back into their circle. The three young men make a pact to have fun and avoid commitment. However, when all three find themselves involved in serious relationships, they must keep their romances secret from one another.",37.821106,"[{""name"": ""Treehouse Pictures"", ""id"": 14580}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-01-29,26049082,94.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,When you realize getting some means wanting more.,That Awkward Moment,6.1,1004,6.2
576,0,"[{""id"": 12, ""name"": ""Adventure""}]",http://www.focusfeatures.com/kicks,385736,"[{""id"": 3405, ""name"": ""blow job""}, {""id"": 11732, ""name"": ""cigarette smoking""}, {""id"": 156117, ""name"": ""illegal drugs""}, {""id"": 233047, ""name"": ""smoking weed""}, {""id"": 233048, ""name"": ""shoes""}]",en,Kicks,"When his hard-earned kicks get snatched by a local hood, fifteen-year old Brandon and his two best friends go on an ill-advised mission across the Bay Area to retrieve the stolen sneakers.",3.4679230000000003,"[{""name"": ""Bystorm Films"", ""id"": 2903}, {""name"": ""Animal Kingdom"", ""id"": 26995}, {""name"": ""Bow and Arrow Entertainment"", ""id"": 37432}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2016-09-09,0,80.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,They aren't just shoes,Kicks,7.5,18,6.1
577,8000000,"[{""id"": 35, ""name"": ""Comedy""}]",http://letsnotandsaywedid.com/,37735,"[{""id"": 2251, ""name"": ""lie""}, {""id"": 6270, ""name"": ""high school""}, {""id"": 10873, ""name"": ""school""}, {""id"": 11870, ""name"": ""teen movie""}, {""id"": 189868, ""name"": ""rumor""}]",en,Easy A,"After a little white lie about losing her virginity gets out, a clean cut high school girl sees her life paralleling Hester Prynne's in ""The Scarlet Letter,"" which she is currently studying in school - until she decides to use the rumor mill to advance her social and financial standing.",45.395839,"[{""name"": ""Screen Gems"", ""id"": 3287}, {""name"": ""Olive Bridge Entertainment"", ""id"": 7291}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-09-10,74952305,92.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The rumour-filled totally false account of how I ruined my flawless reputation.,Easy A,6.7,2210,7.1
578,8000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]",,198277,[],en,Begin Again,"Gretta's celebrity boyfriend breaks up with her after a long-term relationship, leaving the singer to find success on her own. With the help of record producer, Dan and hip-hop celebrity, Trouble Gum, Gretta strives to fulfil her musical ambitions.",35.735689,"[{""name"": ""Likely Story"", ""id"": 1785}, {""name"": ""Apatow Productions"", ""id"": 10105}, {""name"": ""Exclusive Media Group"", ""id"": 11448}, {""name"": ""Sycamore Pictures"", ""id"": 14319}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-09-07,63464861,104.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,You're only as strong as your next move.,Begin Again,7.3,1254,7.4
579,8000000,"[{""id"": 18, ""name"": ""Drama""}]",,374461,"[{""id"": 1650, ""name"": ""cook""}, {""id"": 6054, ""name"": ""friendship""}]",en,Mr. Church,"A unique friendship develops when a little girl and her dying mother inherit a cook - Mr. Church. What begins as an arrangement that should only last six months, instead spans fifteen years.",7.828459,"[{""name"": ""Envision Media Arts"", ""id"": 19456}, {""name"": ""Cinelou Films"", ""id"": 39644}, {""name"": ""Shenghua Entertainment"", ""id"": 82598}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2016-09-16,0,104.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,He was the one person she could always count on.,Mr. Church,7.0,129,7.7
580,10200000,"[{""id"": 27, ""name"": ""Horror""}]",,1691,"[{""id"": 3530, ""name"": ""prague""}, {""id"": 3540, ""name"": ""bratislava""}, {""id"": 5502, ""name"": ""castration""}, {""id"": 6779, ""name"": ""ladies' man""}, {""id"": 12105, ""name"": ""student""}, {""id"": 13006, ""name"": ""torture""}, {""id"": 155678, ""name"": ""penis""}, {""id"": 193698, ""name"": ""torture porn""}]",en,Hostel: Part II,"Following a geographical tour of Slovakia, three young American women are lured into a hostel by a handsome young man who sells them to the twisted masters, ties them up and brings upon an unthinkable world of pain.",20.745051999999998,"[{""name"": ""Lions Gate Films"", ""id"": 35}, {""name"": ""Next Entertainment"", ""id"": 1633}, {""name"": ""Screen Gems"", ""id"": 3287}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007-06-08,35619521,93.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""pl"", ""name"": ""Polski""}]",Released,Americans...they have no imagination.,Hostel: Part II,5.6,453,5.5
581,7000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 27, ""name"": ""Horror""}]",http://theneondemon.com/,301365,"[{""id"": 14818, ""name"": ""model""}]",en,The Neon Demon,"When aspiring model Jesse moves to Los Angeles, her youth and vitality are devoured by a group of beauty-obsessed women who will take any means necessary to get what she has.",38.150787,"[{""name"": ""Bold Films"", ""id"": 2266}, {""name"": ""Amazon Studios"", ""id"": 20580}, {""name"": ""Vendian Entertainment"", ""id"": 50481}, {""name"": ""Space Rocket Nation"", ""id"": 67574}]","[{""iso_3166_1"": ""DK"", ""name"": ""Denmark""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2016-06-08,1333124,117.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Beauty is vicious.,The Neon Demon,6.4,887,6.2
582,7500000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",http://www.foxsearchlight.com/juno/,7326,"[{""id"": 738, ""name"": ""sexuality""}, {""id"": 1412, ""name"": ""becoming an adult""}, {""id"": 1525, ""name"": ""puberty""}, {""id"": 2201, ""name"": ""first time""}, {""id"": 3089, ""name"": ""oscar award""}, {""id"": 3725, ""name"": ""pregnancy and birth""}, {""id"": 5808, ""name"": ""pregnant minor""}, {""id"": 5825, ""name"": ""precocity""}, {""id"": 6281, ""name"": ""partnership""}, {""id"": 13130, ""name"": ""teenager""}, {""id"": 173186, ""name"": ""teenage pregnancy""}]",en,Juno,"A young girl named Juno gets herself pregnant and tries to stand on her own, but soon learns a few lessons about being grown up.",19.782725,"[{""name"": ""Fox Searchlight Pictures"", ""id"": 43}, {""name"": ""Mandate Pictures"", ""id"": 771}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007-12-05,231411584,96.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,A comedy about growing up... and the bumps along the way.,Juno,7.0,2244,7.5
583,7500000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",http://500days.com,19913,"[{""id"": 248, ""name"": ""date""}, {""id"": 572, ""name"": ""sex""}, {""id"": 931, ""name"": ""jealousy""}, {""id"": 1721, ""name"": ""fight""}, {""id"": 2301, ""name"": ""architect""}, {""id"": 2861, ""name"": ""gallery""}, {""id"": 4434, ""name"": ""interview""}, {""id"": 5923, ""name"": ""sister""}, {""id"": 8508, ""name"": ""party""}, {""id"": 9673, ""name"": ""love""}, {""id"": 9713, ""name"": ""friends""}, {""id"": 10855, ""name"": ""fate""}, {""id"": 12670, ""name"": ""los angeles""}, {""id"": 13088, ""name"": ""summer""}, {""id"": 180509, ""name"": ""ikea""}, {""id"": 201689, ""name"": ""year""}, {""id"": 201696, ""name"": ""heartache""}]",en,(500) Days of Summer,"Tom (Joseph Gordon-Levitt), greeting-card writer and hopeless romantic, is caught completely off-guard when his girlfriend, Summer (Zooey Deschanel), suddenly dumps him. He reflects on their 500 days together to try to figure out where their love affair went sour, and in doing so, Tom rediscovers his true passions in life.",45.610993,"[{""name"": ""Fox Searchlight Pictures"", ""id"": 43}, {""name"": ""Watermark"", ""id"": 4364}, {""name"": ""Dune Entertainment III"", ""id"": 6332}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-07-17,60722734,95.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""sv"", ""name"": ""svenska""}]",Released,It was almost like falling in love.,(500) Days of Summer,7.2,2904,7.7
584,7000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",http://magicmikemovie.warnerbros.com,77930,"[{""id"": 246, ""name"": ""dancing""}, {""id"": 1196, ""name"": ""florida""}, {""id"": 3688, ""name"": ""strip club""}, {""id"": 164865, ""name"": ""male stripper""}, {""id"": 165492, ""name"": ""novice""}]",en,Magic Mike,"Mike, an experienced stripper, takes a younger performer called The Kid under his wing and schools him in the arts of partying, picking up women, and making easy money.",35.897151,"[{""name"": ""Extension 765"", ""id"": 8850}, {""name"": ""Iron Horse Entertainment (II)"", ""id"": 34981}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012-06-28,167221571,110.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Work all day. Work it all night.,Magic Mike,6.1,1040,6.1
